Hsig (m),Tp (s),Tm (s),Dp (deg),DpSpr (deg),Dm (deg),DmSpr (deg),QF_waves,WindSpeed (m/s),WindDirec (deg),,
1.16,10.24,7.5,186.376,30.033,186.485,42.334,1,2.4,182,,
1.15,8.52,7.48,193.066,27.825,193.979,43.164,1,1.2,160,,
1.21,10.24,7.8,190.545,33.09,197.564,41.941,1,3.6,194,,
1.13,10.24,7.52,191.785,33.132,199.607,42.465,1,3.6,194,,
1.24,14.62,7.84,227.505,23.285,199.204,41.554,1,2.8,188,,
1.28,14.62,7.88,235.369,19.699,205.245,41.292,1,6,200,,
1.11,10.24,6.9,189.005,35.723,198.54,46.317,1,5.6,194,,
1.18,14.62,7.18,236.118,26.565,210.482,44.559,1,5.6,188,,
1.2,14.62,7.32,234.553,21.631,208.161,43.914,1,5.6,188,,
1.26,14.62,7.74,230.149,19.899,212.966,42.154,1,4.8,194,,
1.13,14.62,6.86,234.963,24.183,210.825,44.795,1,5.2,188,,
1.13,14.62,6.6,236.464,24.618,211.566,44.224,1,5.6,194,,
1.07,14.62,6.48,239.036,26.272,213.048,46.011,1,6.8,182,,
1.08,14.62,6.46,242.916,23.378,215.283,47.01,1,6.8,177,,
1.07,14.62,6,244.271,29.309,212.689,47.828,1,7.6,182,,
1.08,12.8,5.74,237.352,31.402,212.642,47.772,1,6.8,171,,
1.1,14.62,5.96,238.211,24.66,217.569,46.309,1,6.8,171,,
1.19,14.62,6.26,237.793,24.102,217.261,45.275,1,7.6,160,,
1.06,12.8,5.2,245.266,30.092,208.21,49.651,1,6.8,165,,
1.18,14.62,5.58,236.571,26.565,205.467,45.529,1,6.8,154,,
1.17,12.8,5.7,229.737,28.213,205.184,45.176,1,8,142,,
1.13,12.8,5.56,238.669,32.758,204.836,48.774,1,7.2,154,,
1.18,12.8,5.76,236.82,23.692,208.115,44.757,1,5.2,171,,
1.27,12.8,6.5,240.877,18.115,216.658,41.442,1,5.2,171,,
1.17,12.8,6.24,239.371,23.056,214.185,42.722,1,6,154,,
1.1,12.8,6.58,234.099,23.828,210.99,42.474,1,2.8,177,,
1.17,12.8,6.52,231.643,26.094,207.442,41.127,1,3.2,182,,
1.07,12.8,5.94,224.104,32.419,201.471,42.589,1,4,177,,
1.11,12.8,6.52,219.17,26.699,202.477,40.167,1,4.8,171,,
1.13,12.8,6.6,228.082,25.64,207.109,37.747,1,4,182,,
1.14,12.8,6.88,222.587,25.258,208.923,37.463,1,4.4,177,,
1.12,12.8,6.94,223.833,23.478,207.391,37.284,1,2.8,182,,
1.13,12.8,6.8,220.939,23.279,208.412,37.409,1,5.2,194,,
1.1,12.8,6.72,226.053,25.253,209.236,38.131,1,4,182,,
1.15,12.8,7.02,223.354,20.118,210.879,37.093,1,3.6,177,,
1.09,12.8,6.64,222.436,27.976,210.353,40.153,1,2.8,188,,
1.14,12.8,6.86,225.086,23.017,213.215,37.556,1,2.8,188,,
1.09,12.8,6.54,228.356,22.791,212.966,38.651,1,5.6,171,,
1.01,12.8,6.06,226.275,29.243,211.187,41.913,1,6.8,171,,
1.04,12.8,6.28,226.207,27.402,212.272,41.78,1,5.6,182,,
1.04,12.8,6.4,232.187,28.242,215.502,42.193,1,6.4,182,,
0.98,12.8,6,226.944,26.09,213.753,41.262,1,6,177,,
1.1,12.8,6.52,231.435,22.17,215.196,39.432,1,5.6,165,,
1.1,12.8,6.48,227.981,25.113,213.794,40.478,1,6.4,165,,
1.05,12.8,5.86,232.775,27.611,215.436,44.155,1,7.2,165,,
1.03,12.8,5.7,218.161,30.419,211.185,44.77,1,7.2,188,,
1.12,12.8,5.7,225.32,29.497,210.648,44.387,1,6.8,165,,
1.16,12.8,6.1,219.166,25.918,210.7,42.292,1,7.2,160,,
1.17,12.8,6.2,232.679,26.275,215.317,43.875,1,6,188,,
1.14,12.8,6.08,231.152,27.643,214.472,43.258,1,6.4,160,,
1.1,12.8,5.8,230.178,29.72,213.779,44.4,1,7.2,160,,
1.18,12.8,6.32,233.192,25.334,217.767,42.521,1,6,160,,
1.06,12.8,5.72,234.417,31.025,212.785,46.566,1,6.8,154,,
1.25,12.8,6.64,229.293,22.443,216.044,40.843,1,6.8,154,,
1.18,12.8,6.48,232.374,27.04,216.109,43.889,1,6.4,165,,
1.12,12.8,6.14,224.589,29.496,212.44,44.667,1,6.8,154,,
1.18,12.8,6.46,232.753,26.688,217.141,44.185,1,6.8,154,,
1.2,12.8,6.44,234.1,20.622,219.627,42.614,1,7.2,154,,
1.11,12.8,6.02,228.637,26.448,215.725,44.767,1,7.2,148,,
1.21,12.8,6.72,228.32,24.71,215.862,42.685,1,6.4,148,,
1.23,12.8,6.64,233.817,25.951,221.006,44.034,1,6.8,148,,
1.37,12.8,7.22,231.871,24.689,220.877,40.528,1,8,137,,
1.18,11.36,6.3,226.682,26.28,215.046,46.136,1,7.6,160,,
1.34,12.8,7.24,233.544,26.471,218.953,43.24,1,6.4,142,,
1.31,11.36,7.06,229.246,28.362,217.088,43.022,1,6,148,,
1.42,11.36,7.38,232.696,25.203,221.799,42.075,1,6,148,,
1.34,11.36,7.12,227.059,25.107,216.854,44.2,1,7.2,137,,
1.49,11.36,7.64,227.435,28.229,222.464,41.783,1,7.6,137,,
1.31,11.36,6.16,228.107,28.09,210.964,47.952,1,7.6,125,,
1.59,11.36,7.54,233.964,21.866,221.345,42.371,1,7.2,137,,
1.55,17.06,7.38,232.838,27.843,219.857,44.26,1,8,131,,
1.42,11.36,6.66,229.842,28.519,210.921,46.708,1,6.8,142,,
1.62,17.06,7.54,232.995,24.378,219.19,43.63,1,7.6,137,,
1.72,11.36,7.76,233.469,22.257,219.037,42.983,1,7.6,131,,
1.6,11.36,7.38,235.699,26.893,217.818,45.439,1,7.2,137,,
1.78,11.36,7.84,233.588,21.372,220.61,41.997,1,8,137,,
1.69,11.36,7.38,237.08,21.726,221.164,43.42,1,7.6,137,,
1.79,11.36,8,234.427,22.311,222.628,41.736,1,8.4,131,,
1.86,11.36,8.34,238.608,22.983,229.391,39.077,1,8,142,,
1.84,12.8,8.28,237.547,21.582,226.582,40.438,1,8,137,,
1.87,11.36,8.14,233.531,22.542,225.053,41.074,1,8,131,,
2.02,11.36,8.64,236.193,20.988,226.506,39.475,1,8.4,148,,
2.06,11.36,8.8,240.36,21.592,232.516,39.178,1,8,108,,
2.2,12.8,8.98,243.565,16.293,234.428,39.034,1,8.4,108,,
2.06,11.36,8.3,240.293,22.175,228.709,44,1,8.4,114,,
1.99,14.62,7.88,244.914,21.214,230.37,44.804,1,10,102,,
2.69,20.48,10.6,220.914,77.821,234.328,55.369,1,8.4,120,,
1.92,14.62,7.76,249.241,20.223,232.421,48.104,1,9.6,125,,
2.26,14.62,8.72,249.842,17.013,236.911,42.617,1,8.8,114,,
2.06,14.62,8.3,244.799,17.184,231.277,45.179,1,8.8,108,,
2.17,14.62,8.54,247.272,17.41,232.684,44.155,1,8.8,108,,
1.91,14.62,7.88,246.64,17.367,228.742,47.478,1,8,114,,
2.21,14.62,8.76,247.874,16.153,235.879,42.765,1,9.2,114,,
2.19,14.62,9.02,249.356,13.935,237.209,42.446,1,8.8,125,,
2.11,14.62,8.42,247.192,16.052,230.421,44.749,1,8.4,125,,
2.05,14.62,8.58,248.08,14.889,233.686,44.023,1,8.4,137,,
2.05,14.62,8.7,245.99,16.011,232.96,42.588,1,7.6,131,,
2.06,14.62,8.76,247.844,14.765,236.078,41.52,1,8.4,125,,
1.62,14.62,7.4,247.132,20.544,225.911,50.71,1,8,137,,
1.66,12.8,7.66,250.235,18.963,231.928,49.648,1,7.6,125,,
2.02,14.62,8.86,249,16.174,236.18,43.139,1,8.8,131,,
1.71,11.36,7.9,246.865,21.742,234.393,47.492,1,8.4,131,,
1.81,12.8,8.24,249.451,18.68,236.287,45.214,1,8,131,,
1.77,14.62,8.04,250.57,16.026,235.3,46.084,1,7.6,125,,
1.75,14.62,7.94,249.947,17.724,234.097,47.239,1,7.2,125,,
1.76,14.62,8.04,249.878,14.918,234.354,47.303,1,7.6,120,,
1.79,14.62,8.54,248.253,16.665,237.618,42.522,1,7.6,125,,
1.72,12.8,8.08,246.732,18.081,231.92,44.809,1,7.2,125,,
1.68,12.8,8.22,247.994,14.524,233.036,43.483,1,7.6,120,,
1.61,12.8,8.14,246.246,17.432,230.163,46.124,1,6.4,120,,
1.64,12.8,8.34,243.139,21.056,227.552,43.33,1,5.6,114,,
1.61,12.8,8.6,243.092,18.046,229.673,42.137,1,5.2,131,,
1.53,12.8,8.84,242.665,19.339,230.204,41.381,1,3.6,114,,
1.47,14.62,8.56,239.18,20.372,226.753,44.342,1,4,137,,
1.54,12.8,8.56,245.905,19.279,230.404,42.931,1,7.6,171,,
1.64,11.36,8.7,243.271,23.321,232.118,41.169,1,6.8,177,,
1.53,14.62,8.52,238.684,17.109,228.996,42.563,1,7.2,177,,
1.44,12.8,8.06,241.987,20.737,226.457,45.86,1,7.6,194,,
1.47,12.8,8.46,243.567,17.969,229.671,43.414,1,6,171,,
1.53,14.62,8.62,239.841,17.127,229.896,40.911,1,4.8,177,,
1.36,12.8,8,236.913,21.812,226.322,42.949,1,4,182,,
1.55,12.8,8.72,236.984,18.926,227.129,37.867,1,3.6,182,,
1.53,12.8,8.86,237.027,21.104,225.676,39.607,1,3.6,165,,
1.45,12.8,8.94,243.435,19.501,231.317,40.709,1,4.8,74,,
1.39,12.8,9.02,241.515,21.979,231.201,40.101,1,2.4,137,,
1.44,12.8,9.5,242.23,20.542,233.688,37.794,1,2.4,97,,
1.3,12.8,9.06,245.933,22.507,230.649,43.698,1,1.6,137,,
1.37,12.8,9.14,249.317,21.45,236.012,42.031,1,1.2,125,,
1.45,12.8,9.28,247.756,19.858,239.073,38.348,1,4.8,245,,
1.4,12.8,8.68,249.006,21.793,238.959,40.917,1,6.8,245,,
1.36,12.8,8.52,249.85,23.001,240.6,42.505,1,4.8,234,,
1.31,11.36,8.36,252.902,23.719,242.191,42.493,1,4,222,,
1.4,12.8,9,252.092,19.683,245.579,36.738,1,3.6,222,,
1.19,12.8,8.22,251.297,22.389,240.814,40.861,1,4.4,222,,
1.2,12.8,8.22,250.355,26.552,241.592,38.469,1,3.2,217,,
1.22,12.8,8.42,248.243,21.698,241.276,37.203,1,3.2,188,,
1.19,12.8,8.16,248.56,22.924,240.351,36.567,1,2.4,205,,
1.23,12.8,8.42,245.027,21.675,238.343,34.601,1,2.4,222,,
1.15,12.8,8.06,247.627,24.43,239.723,36.52,1,2,177,,
1.15,12.8,8.12,249.365,23.183,238.275,37.778,1,2.4,205,,
1.12,12.8,8.2,243.435,24.985,235.432,38.115,1,2,217,,
1.28,12.8,8.48,251.958,18.68,241.092,37.959,1,2,177,,
1.26,11.36,8.02,249.094,23.246,239.629,38.244,1,2.4,205,,
1.21,12.8,7.64,247.653,23.586,238.622,39.198,1,6.8,182,,
1.3,12.8,7.94,248.612,21.417,240.441,37.427,1,6.8,171,,
1.08,12.8,6.7,247.436,21.849,233.323,40.152,1,5.6,165,,
1.18,12.8,7.02,244.904,25.175,231.15,41.67,1,5.6,160,,
1.29,12.8,7.44,245.258,20.778,232.283,38.027,1,6,148,,
1.29,12.8,7.38,241.766,23.573,228.863,39.754,1,6.4,160,,
1.13,12.8,6.96,240.002,24.944,226.945,41.861,1,6.8,148,,
1.18,12.8,7.4,237.534,23.744,225.482,41.402,1,5.6,148,,
1.15,12.8,7.16,238.912,22.083,225.602,42.589,1,5.6,154,,
1.17,11.36,6.92,236.512,22.738,224.278,43.432,1,8,154,,
1.2,12.8,7.3,237.058,23.874,226.101,40.055,1,6.8,137,,
1.17,12.8,7.04,234.312,24.326,223.311,42.354,1,7.2,142,,
1.21,12.8,7.56,242.989,17.063,232.324,39.322,1,6.4,142,,
1.13,12.8,7.28,239.655,23.594,228.098,42.189,1,6,142,,
1.16,12.8,7.3,241.537,24.219,230.373,42.614,1,7.2,131,,
1.21,12.8,7.76,241.924,24.065,232.19,40.431,1,6,131,,
1.11,12.8,7.76,242.478,23.488,234.2,41.027,1,5.6,137,,
1.18,12.8,8.28,246.996,19.341,240.127,39.898,1,6.4,131,,
1.16,12.8,7.78,244.318,20.488,234.911,40.106,1,6.8,131,,
1.2,12.8,7.9,248.244,23.968,236.616,43.59,1,5.6,137,,
1.13,12.8,7.84,243.761,22.632,234.212,40.061,1,5.6,137,,
1.1,12.8,8.12,241.55,23.313,235.286,39.803,1,4,137,,
1.11,12.8,8.38,246.762,20.811,237.786,39.001,1,3.6,142,,
1.12,12.8,8.56,243.82,24.224,236.008,38.77,1,3.2,142,,
1.18,12.8,8.68,243.119,17.887,236.329,36.671,1,4.4,137,,
1.17,12.8,8.92,244.712,22.601,236.113,37.225,1,4.4,142,,
1.05,12.8,8.12,242.08,24.837,235.643,40.933,1,7.2,137,,
1.16,11.36,8.04,242.476,23.791,235.699,39.428,1,8,131,,
1.13,12.8,7.94,241.91,22.965,235.348,41.103,1,7.6,137,,
1.12,12.8,7.8,244.035,23.253,237.091,40.052,1,7.2,131,,
1.18,12.8,8.3,239.562,21.135,233.909,38.297,1,8,125,,
1.1,12.8,8.2,244.154,24.861,236.248,40.412,1,6,131,,
1.1,12.8,8.12,243.738,24.285,237.408,40.555,1,7.6,137,,
1.06,11.36,7.9,247.947,18.07,238.849,38.776,1,8,137,,
1.22,12.8,8.8,244.253,18.19,238.674,34.221,1,6,131,,
1.07,12.8,7.58,242.112,21.758,232.595,40.261,1,8,148,,
1.23,12.8,8.52,243.618,16.813,238.505,34.951,1,8,137,,
0.97,12.8,6.9,244.645,24.2,233.716,45.202,1,6.8,137,,
1.02,11.36,6.8,244.215,25.766,232.382,45.215,1,7.6,137,,
1.13,12.8,7.56,246.746,22.41,238.067,41.813,1,8.4,137,,
1.06,12.8,7.18,243.816,23.009,235.35,43.501,1,6.8,142,,
0.88,12.8,6.62,245.356,22.044,235.855,45.644,1,7.2,137,,
1.05,12.8,7.58,244.753,24.016,235.89,41.39,1,7.6,125,,
1.08,12.8,7.78,249.25,24.244,241.019,41.602,1,6.8,137,,
1.18,12.8,7.96,250.181,20.798,243.21,38.128,1,8.4,137,,
1.12,11.36,7.56,248.497,24.749,240.764,40.47,1,8.4,137,,
1.23,11.36,8.26,246.631,18.335,241.907,35.933,1,7.2,142,,
1.26,11.36,8.62,244.7,21.294,239.556,36.703,1,7.6,148,,
1.07,11.36,8.26,244.402,21.105,239.728,37.029,1,6,137,,
1.09,12.8,8.44,244.976,21.941,240.168,36.436,1,8,142,,
1.06,12.8,8.42,250.091,25.446,243.365,43.243,1,8,148,,
1.01,11.36,7.92,253.035,21.747,244.208,38.235,1,6.8,148,,
1.07,11.36,7.94,246.519,24.285,242.073,38.67,1,7.2,142,,
1.17,11.36,8.34,248.929,17.316,243.683,35.597,1,7.6,142,,
1.08,11.36,7.82,251.966,21.696,243.859,39.056,1,7.6,148,,
1.12,11.36,8.5,253.026,16.675,246.847,34.811,1,6,148,,
1.07,11.36,8.56,250.362,16.816,246.445,33.964,1,6,142,,
1.13,11.36,8.68,248.109,20.914,244.598,34.559,1,5.6,142,,
1.02,11.36,7.8,249.316,22.692,242.88,39.055,1,6.8,154,,
1.05,12.8,7.84,245.298,23.682,238.081,40.162,1,7.2,154,,
1.14,11.36,8.54,243.49,25.043,241.064,37.844,1,7.2,165,,
0.98,11.36,8.04,247.432,24.401,244.213,38.608,1,6.8,160,,
1,11.36,8.16,246.851,26.238,243.02,37.634,1,6.4,160,,
0.9,11.36,7.98,248.922,26.688,239.722,40.015,1,3.6,142,,
1.01,10.24,8.78,243.741,25.72,240.391,34.839,1,3.2,131,,
0.93,11.36,8.98,248.162,30.392,242.834,36.939,1,3.2,125,,
0.96,11.36,8.9,245.843,24.938,240.194,36.556,1,3.2,114,,
1,12.8,8.86,243.021,24.693,242.595,35.791,1,2.8,97,,
0.97,9.3,8.82,247.694,24.77,244.189,36.507,1,2.4,85,,
1,11.36,9.3,242.801,24.455,240.435,35.292,1,2.4,91,,
1,11.36,8.96,244.211,25.203,240.028,36.74,1,3.2,91,,
1.01,10.24,8.68,245.164,25.836,240.441,37.427,1,4.4,80,,
1.07,10.24,8.56,244.157,25.431,237.677,37.634,1,3.6,80,,
1.1,10.24,8.88,243.84,21.923,241.588,37.409,1,4.8,91,,
0.99,11.36,8.8,242.093,26.133,238.925,38.147,1,3.2,74,,
1.05,11.36,9.12,240.27,24.217,239.549,35.669,1,2.8,80,,
1.03,12.8,9.26,244.033,22.627,242.045,35.211,1,2,102,,
1.03,11.36,9.3,242.911,24.575,240.999,35.083,1,2,91,,
1.04,11.36,9.26,242.709,25.934,239.829,36.292,1,0.4,171,,
1.07,11.36,9.8,238.615,26.91,235.481,35.729,1,2.4,45,,
1.21,12.8,10.16,233.142,20.33,233.963,33.003,1,2.8,40,,
1.1,12.8,8.9,236.701,23.844,235.727,40.804,1,3.6,80,,
1.22,11.36,8.9,235.549,25.808,236.373,41.068,1,4,22,,
1.27,12.8,8.78,236.412,23.584,236.245,43.447,1,4,22,,
1.32,12.8,8.64,233.955,24.26,238.686,43.422,1,4,34,,
1.28,11.36,8.56,233.353,25.104,236.579,44.957,1,5.2,11,,
1.59,17.06,9.28,227.726,21.432,236.434,40.258,1,5.2,5,,
1.6,11.36,8.9,238.134,20.353,240.387,41.329,1,5.2,354,,
1.49,12.8,9.04,238.214,18.752,238.574,38.972,1,4.8,0,,
1.69,17.06,10.36,234.819,18.405,239.166,34.733,1,5.6,354,,
1.96,17.06,10.92,231.522,15.904,236.544,29.936,1,5.6,354,,
1.95,17.06,10.3,234.428,18.225,238.529,33.091,1,4,348,,
2.11,17.06,9.96,232.776,18.089,240.058,35.427,1,5.6,342,,
2.34,17.06,10.36,234.033,17.122,240.171,34.239,1,5.2,5,,
2.32,17.06,9.78,233.498,19.022,241.469,37.134,1,5.6,342,,
2.4,17.06,9.76,233.558,19.356,242.038,35.616,1,6.8,331,,
2.34,14.62,9.28,235.09,17.225,242.258,35.461,1,6.8,320,,
2.56,17.06,9.84,233.973,16.746,241.227,31.287,1,7.2,308,,
2.45,14.62,9.06,233.904,17.053,241.162,33.714,1,9.6,297,,
2.71,14.62,9.64,238.007,15.95,243.055,30.704,1,7.6,274,,
2.45,14.62,7.98,237.501,20.045,247.247,35.432,1,8.4,257,,
2.56,14.62,8.3,240.864,20.565,246.938,35.458,1,8,257,,
2.61,14.62,8.9,248.646,17.564,250.096,31.986,1,8,262,,
2.72,14.62,8.84,244.042,18.276,246.262,30.358,1,8,217,,
2.78,14.62,9.16,251.547,16.118,250.96,28.308,1,8.4,211,,
2.72,14.62,8.62,251.29,14.94,251.138,29.124,1,8.4,205,,
2.72,14.62,9.02,251.381,15.927,250.216,29.618,1,8,217,,
2.46,12.8,8,251.954,16.973,250.171,32.555,1,8.8,228,,
2.46,14.62,8.24,253.707,17.899,250.074,33.231,1,8,217,,
2.58,14.62,8.54,251.547,14.806,249.675,31.098,1,7.6,200,,
2.42,14.62,8.04,251.377,19.377,248.01,33.648,1,7.6,222,,
2.62,14.62,8.72,251.062,23.534,245.779,40.662,1,7.2,211,,
2.34,14.62,8.18,250.567,19.82,245.84,33.061,1,6,217,,
2.23,12.8,8.26,249.801,17.363,244.891,32.094,1,6,222,,
2.39,14.62,8.6,244.59,17.282,241.778,30.101,1,6.4,222,,
2.31,12.8,8.48,240.27,16.613,238.58,30.041,1,5.6,240,,
2.31,14.62,8.36,235.683,14.992,236.22,29.578,1,6,228,,
2.3,14.62,8.34,236.31,18.462,236.129,30.379,1,6,257,,
2.27,12.8,7.94,233.894,20.03,233.904,32.455,1,6,228,,
2.35,14.62,8.24,233.781,18.777,234.864,30.379,1,7.2,228,,
2.34,14.62,8.16,235.146,15.94,235.718,29.663,1,6.4,222,,
2.25,14.62,8.26,234.483,17.684,236.255,31.017,1,6.8,222,,
2.34,14.62,8.3,234.907,17.721,235.642,30.226,1,6.4,245,,
2.37,14.62,8.16,235.594,17.2,236.929,31.098,1,7.2,222,,
2.28,14.62,8.26,239.971,17.153,241.484,31.621,1,7.6,228,,
2.42,14.62,8.26,236.375,18.17,237.427,31.597,1,7.2,234,,
2.4,12.8,8.12,235.715,19.757,239.138,31.194,1,6,240,,
2.46,11.36,7.96,240.825,18.029,241.704,30.99,1,7.6,240,,
2.54,14.62,8.54,238.381,17.608,241.545,30.137,1,7.6,240,,
2.31,14.62,7.72,238.046,21.301,240.873,33.268,1,7.2,245,,
2.71,12.8,8.22,238.307,18.31,241.065,29.578,1,8,274,,
2.81,14.62,8.84,238.4,14.863,241.571,27.235,1,6.8,257,,
2.63,14.62,8.26,238.122,20.702,240.632,29.545,1,6.4,257,,
2.83,12.8,8.48,242.057,19.007,241.856,28.937,1,6.8,257,,
2.9,14.62,8.16,241.285,19.166,242.133,29.684,1,7.6,251,,
3.11,12.8,8.5,240.642,17.923,241.044,28.03,1,9.2,251,,
2.98,14.62,8.7,238.064,18.479,239.611,27.474,1,6.4,262,,
3.21,12.8,8.58,241.555,18.815,241.354,26.742,1,7.6,245,,
3.45,14.62,8.9,237.626,14.587,240.522,24.067,1,7.6,257,,
3.08,14.62,8.78,240.299,16.444,240.404,27.51,1,7.2,262,,
3.33,12.8,8.7,241.792,18.987,240.522,27.364,1,8.4,251,,
3.47,12.8,8.84,238.488,15.554,240.324,25.325,1,8.8,240,,
3.21,14.62,8.64,235.627,17.046,240.08,28.755,1,8,262,,
3.38,12.8,9.08,236.914,17.964,238.645,27.497,1,7.2,285,,
3.53,12.8,9.4,238.354,16.676,239.643,27.373,1,6.8,285,,
3.48,10.24,9.04,238.357,20.895,239.036,28.328,1,8,274,,
3.59,14.62,9.34,236.245,16.796,237.48,26.975,1,7.6,268,,
3.57,14.62,9.22,239.249,18.768,239.911,26.982,1,7.6,262,,
3.37,12.8,8.9,241.667,20.644,240.709,28.862,1,6.8,285,,
3.58,12.8,9.16,233.807,19.249,238.567,27.953,1,6.8,251,,
3.61,12.8,9.42,241.037,17.977,242.365,26.955,1,7.2,257,,
3.58,12.8,9.2,236.753,18.696,240.921,27.241,1,7.2,280,,
3.81,12.8,9.56,240.087,17.992,240.434,26.447,1,6.8,285,,
3.41,12.8,9.2,240.329,20.495,242.752,28.113,1,6.8,262,,
3.64,12.8,9.66,241.427,16.086,242.008,26.184,1,6,302,,
3.51,12.8,9.4,241.719,18.288,242.873,26.648,1,5.2,251,,
3.18,14.62,9.26,237.036,19.617,240.733,29.013,1,5.6,291,,
3.08,12.8,8.86,240.004,23.884,241.858,30.531,1,5.6,251,,
3.21,12.8,9.2,243.942,20.004,242.777,28.519,1,6.4,291,,
3.29,12.8,9.18,242.05,19.748,241.634,28.476,1,6.4,280,,
3.3,12.8,9.6,239.88,19.043,240.722,28.361,1,4.8,245,,
3.22,12.8,9.28,242.392,20.411,239.937,28.74,1,5.6,268,,
3.08,12.8,9.24,245.304,20.143,243.608,29.368,1,5.6,291,,
3.11,12.8,9.36,243.223,18.826,243.292,28.726,1,5.6,274,,
3.27,12.8,9.26,239.321,19.087,240.649,27.895,1,6,285,,
3.01,12.8,9.06,238.687,20.691,240.295,30.094,1,6,285,,
3.24,12.8,9.32,242.929,19.715,241.755,28.076,1,4.8,234,,
3.13,12.8,9.12,238.126,18.182,240.635,28.405,1,6,285,,
3.34,12.8,9.34,239.366,15.979,240.663,27.377,1,5.2,240,,
3.51,12.8,9.68,241.579,19.044,241.566,27.497,1,7.2,297,,
3.36,12.8,9.4,239.157,17.145,240.694,27.274,1,6.8,297,,
3.28,12.8,9.4,240.887,20.776,241.799,28.885,1,5.6,257,,
3.39,12.8,9.5,240.569,17.588,241.622,27.552,1,6,320,,
3.33,12.8,9.26,241.663,18.594,240.729,28.108,1,7.2,302,,
3.25,12.8,9.18,243.646,18.285,243.378,28.676,1,6.8,314,,
3.22,12.8,9.34,244.442,19.029,244.155,29.214,1,7.6,314,,
3.31,12.8,9.16,241.618,20.218,241.338,28.958,1,5.2,245,,
3.17,12.8,8.98,238.749,20.424,239.557,29.634,1,7.6,314,,
3.44,12.8,9.34,240.108,19.602,242.099,27.887,1,6.8,314,,
3.53,12.8,9.26,242.359,17.287,242.619,26.803,1,6.8,320,,
3.57,12.8,9.48,241.423,18.802,241.435,26.961,1,6.8,308,,
3.6,12.8,9.56,245.105,18.985,243.802,27.131,1,6.4,325,,
3.49,12.8,9.28,238.12,19.183,241.175,28.548,1,8,320,,
3.78,12.8,9.9,242.808,16.545,242.372,26.144,1,7.2,331,,
3.32,12.8,9.6,246.354,17.579,244.717,28.196,1,6.8,308,,
3.32,12.8,9.4,241.447,21.039,242.069,30.113,1,6.4,331,,
3.39,12.8,9.3,240.555,18.385,240.628,28.656,1,7.6,302,,
3.43,12.8,9.18,242.866,22.373,242.48,29.743,1,6.8,320,,
3.35,12.8,8.92,241.888,24.769,242.612,31.161,1,8,297,,
3.5,12.8,9.28,243.595,20.435,242.376,28.659,1,8.4,291,,
3.14,12.8,8.84,237.868,20.287,241.574,31.58,1,8,297,,
3.21,14.62,8.74,237.832,18.256,240.717,30.603,1,7.6,308,,
3.58,12.8,9.52,238.207,18.125,239.547,27.675,1,7.6,297,,
3.16,12.8,9.04,240.322,20.842,240.418,30.813,1,7.2,302,,
3,11.36,8.5,235.34,23.941,242.393,32.242,1,7.2,297,,
2.98,12.8,8.38,234.835,21.937,239.916,32.361,1,6.8,302,,
2.92,12.8,8.62,244.379,21.577,244.557,31.519,1,7.6,280,,
3.41,12.8,9.2,240.365,18.666,241.476,27.803,1,8,274,,
3.55,12.8,9.5,240.437,17.567,240.823,26.592,1,8.4,274,,
3.18,12.8,9.16,244.843,19.379,242.059,28.747,1,8,274,,
3.18,12.8,9.48,242.509,18.729,242.664,28.415,1,7.2,297,,
3.34,12.8,9.24,241.614,20.57,241.845,27.772,1,7.6,280,,
3,12.8,9.04,240.131,18.473,241.901,29.722,1,7.6,302,,
3.09,12.8,9.18,239.803,17.698,239.876,28.024,1,6.8,297,,
3,12.8,8.86,239.624,18.613,241.472,29.458,1,6.4,291,,
2.93,12.8,9.1,235.704,22.495,238.002,30.949,1,6.4,280,,
3.02,12.8,8.82,240.531,21.144,240.681,29.839,1,5.6,280,,
3.23,12.8,9.72,236.102,14.211,238.704,26.165,1,5.6,348,,
3.08,12.8,8.94,240.52,18.919,240.865,28.373,1,5.2,268,,
3.15,12.8,9.36,238.322,19.533,240.677,26.848,1,5.6,308,,
3.13,12.8,9.34,238.044,16.495,239.349,26.912,1,5.2,257,,
2.94,11.36,8.64,237.634,20.082,238.837,29.544,1,5.6,245,,
2.99,12.8,9.04,237.951,18.681,239.551,28.343,1,5.2,274,,
3.24,12.8,9.46,239.305,15.131,239.744,24.327,1,4.4,257,,
3.18,12.8,9.38,237.393,18.672,238.147,26.069,1,4.8,274,,
3.3,12.8,9.58,236.54,18.7,238.973,25.027,1,5.6,257,,
3.07,12.8,9.3,236.077,20.602,237.674,27.066,1,4.8,240,,
3.05,12.8,9.24,240.189,19.541,239.307,27.278,1,4.8,240,,
3.29,11.36,9.36,236.489,17.317,237.744,25.713,1,5.2,280,,
3.41,12.8,9.72,233.912,18.841,235.811,25.256,1,6,291,,
3.29,12.8,9.36,235.766,23.767,237.12,27.799,1,4.8,262,,
3.14,12.8,9.22,236.974,20.463,236.712,27.028,1,4.8,240,,
3.38,12.8,9.7,236.755,19.305,238.588,25.589,1,4.4,240,,
3.34,12.8,9.54,236.884,18.741,237.254,24.925,1,4.4,297,,
3.42,12.8,9.74,233.483,17.91,235.743,25.007,1,4.4,308,,
3.31,11.36,9.44,235.583,19.708,235.685,26.29,1,4.8,234,,
3.39,12.8,9.84,236.096,19.077,236.034,25.713,1,4,234,,
2.77,12.8,8.76,237.283,22.044,237.727,29.669,1,4.4,257,,
